MOF,MOFid,CO2_capacity_001,CO2_capacity_005,CO2_capacity_01,CO2_capacity_05,CO2_capacity_25,node,linkers
hMOF-7000870,[O-]C(=O)C#CC12CC(Cl)C(C(C1Cl)(Cl)Cl)(C(C2(Cl)Cl)Cl)C#CC(=O)[O-].[O-]C(=O)c1cc(Cl)c(c(c1)Cl)C(=O)[O-].[O-]C(=O)c1cc(Cl)c(cc1Cl)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0;7000870,0.32624,0.759625,1.07984,2.10805,3.26847,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C#CC12CC(Cl)C(C(C1Cl)(Cl)Cl)(C(C2(Cl)Cl)Cl)C#CC(=O)[O-]', '[O-]C(=O)c1cc(Cl)c(c(c1)Cl)C(=O)[O-]', '[O-]C(=O)c1cc(Cl)c(cc1Cl)C(=O)[O-]']"
hMOF-7001262,[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])Br)Br)Br.[O-]C(=O)C1=CC2=c3c(Br)cc4=[C]C(=C(C=c4c3=[C]C=C2C=[C]1)C(=O)[O-])Br.[O-]C(=O)C1=C[CH]C2(C(=[C]1)c1ccc3=C(Br)C(=C([C]=c3c1C=C2Br)C(=O)[O-])Br)Br.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7001262,0.178489,0.660457,1.07982,2.00293,2.66652,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])Br)Br)Br', '[O-]C(=O)C1=CC2=c3c(Br)cc4=[C]C(=C(C=c4c3=[C]C=C2C=[C]1)C(=O)[O-])Br', '[O-]C(=O)C1=C[CH]C2(C(=[C]1)c1ccc3=C(Br)C(=C([C]=c3c1C=C2Br)C(=O)[O-])Br)Br']"
hMOF-7001293,OC(=CC#CC(=O)[O-])C#CC(=O)[O-].OC1C=CC(=C[C]1[C][CH]C(=C([C](O)[CH2])O)C(=O)[O-])C(=O)[O-].[O-]C(=O)C12C3C4C1C1(C2(C3C41C(=O)[O-])O)O.[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])O)O)O.[O-]C(=O)C1=[C][C](c2cc(C(=O)[O-])c(cc2O)O)C(C=C1O)(O)O.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.fcu.cat0;7001293,0.12259,0.576983,1.07981,2.91696,4.55298,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['OC(=CC#CC(=O)[O-])C#CC(=O)[O-]', 'OC1C=CC(=C[C]1[C][CH]C(=C([C](O)[CH2])O)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C12C3C4C1C1(C2(C3C41C(=O)[O-])O)O', '[O-]C(=O)C12C3C4C2(C2(C1C3(C42C(=O)[O-])O)O)O', '[O-]C(=O)C1=[C][C](c2cc(C(=O)[O-])c(cc2O)O)C(C=C1O)(O)O']"
hMOF-1003289,[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0,0.329413,0.712596,1.07959,2.48222,4.81351,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]']"
hMOF-7001072,[O-]C(=O)C12C3(Br)C4C2(C2(C1(C3C42C(=O)[O-])Br)Br)Br.[O-]C(=O)C1=CC=C([C]=C1)C(=O)[O-].[O-]C(=O)C1=C[C]=C(C=C1)C(=O)[O-].[O-]C(=O)C1=C[C]=C(C=[C]1)C(=O)[O-].[O-]C(=O)c1cc(Br)c(c(c1Br)Br)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.fcu.cat0;7001072,0.147472,0.580392,1.07949,2.25647,3.11653,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C12C3(Br)C4C2(C2(C1(C3C42C(=O)[O-])Br)Br)Br', '[O-]C(=O)C1=CC=C([C]=C1)C(=O)[O-]', '[O-]C(=O)C1=C[C]=C(C=C1)C(=O)[O-]', '[O-]C(=O)C1=C[C]=C(C=[C]1)C(=O)[O-]', '[O-]C(=O)c1cc(Br)c(c(c1Br)Br)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C(=O)[O-]']"
hMOF-7001414,[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C#CC12C3C4C1C1C2(C3C41C#CC(=O)[O-])[C]1C=CC=CC1C1[CH]C=C(C(=C1)c1ccccc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0;7001414,0.239381,0.862898,1.07939,1.90904,2.50311,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)C#CC12C3C4C1C1C2(C3C41C#CC(=O)[O-])[C]1C=CC=CC1C1[CH]C=C(C(=C1)c1ccccc1)C(=O)[O-]']"
hMOF-7000452,COc1cc(OC)ccc1C(=O)[O-].COc1ccccc1C(=O)[O-].COc1cc(cc(c1C(=O)[O-])OC)C(=O)[O-].COc1cc(ccc1C(=O)[O-])C(=O)[O-].[CH2]OC(=C=CC(=O)[O-])[CH]C=C=[C](=O)[O-].[CH2]Oc1c(C(=O)[O-])c(OC)c(c(c1OC)C(=O)[O-])OC.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.bct.cat0;7000452,0.123875,0.613655,1.07854,2.62649,3.38826,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['COc1cc(OC)ccc1C(=O)[O-]', 'COc1ccccc1C(=O)[O-]', 'COc1cc(cc(c1C(=O)[O-])OC)C(=O)[O-]', 'COc1cc(ccc1C(=O)[O-])C(=O)[O-]', '[CH2]OC(=C=CC(=O)[O-])[CH]C=C=[C](=O)[O-]', '[CH2]Oc1c(C(=O)[O-])c(OC)c(c(c1OC)C(=O)[O-])OC']"
hMOF-7001516,[O-]C(=O)C#CC12C3(C)C4C2(C2(C1(C3C42C#CC(=O)[O-])C)C)C.[O-]C(=O)C#CC12C3C4C1(C)C1(C2(C3(C41C#CC(=O)[O-])C)C)C.[O-]C(=O)c1c2C(=CC=[C]c2c(c2c1ccc(c2C)C)C(=O)[O-])C.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7001516,0.118818,0.510204,1.07849,3.09539,6.56222,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C#CC12C3(C)C4C2(C2(C1(C3C42C#CC(=O)[O-])C)C)C', '[O-]C(=O)C#CC12C3C4C1(C)C1(C2(C3(C41C#CC(=O)[O-])C)C)C', '[O-]C(=O)c1c2C(=CC=[C]c2c(c2c1ccc(c2C)C)C(=O)[O-])C']"
hMOF-7000504,CC(=CC#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C#CC=CC#CC(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7000504,0.108767,0.488207,1.07696,3.5236,6.34214,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['CC(=CC#CC(=O)[O-])C#CC(=O)[O-]', '[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)C#CC=CC#CC(=O)[O-]']"
hMOF-1003876,ClC(=CC=C(C(=O)[O-])Cl)C(=O)[O-].ClOC(=O)C12[C]3[C]4[C]1C1(C2C2(C5[C]3[C]4C5(C12)C(=O)[O-])Cl)Cl.[O-]C(=O)C12C3C4C5C3C1C1(C2C2C4C5(C12Cl)C(=O)[O-])Cl.[O-]C(=O)C=C(C(=C(C(=O)[O-])Cl)Cl)Cl.[O-]C(=O)C=C(C=C(C(=O)[O-])Cl)Cl.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.bct.cat0,0.328098,0.793403,1.07606,1.93026,2.14547,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['ClC(=CC=C(C(=O)[O-])Cl)C(=O)[O-]', 'ClOC(=O)C12[C]3[C]4[C]1C1(C2C2(C5[C]3[C]4C5(C12)C(=O)[O-])Cl)Cl', '[O-]C(=O)C12C3C4C5C3C1C1(C2C2C4C5(C12Cl)C(=O)[O-])Cl', '[O-]C(=O)C=C(C(=C(C(=O)[O-])Cl)Cl)Cl', '[O-]C(=O)C=C(C=C(C(=O)[O-])Cl)Cl']"
hMOF-7000446,[O-]C(=O)C#CC=CC#CC(=O)[O-].[O-]C(=O)c1c(O)c(O)c(c(c1O)O)C(=O)[O-].[O-]C(=O)c1cc(O)c(c(c1)O)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0;7000446,0.43182,0.969514,1.07497,2.11081,3.85756,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C#CC=CC#CC(=O)[O-]', '[O-]C(=O)c1c(O)c(O)c(c(c1O)O)C(=O)[O-]', '[O-]C(=O)c1cc(O)c(c(c1)O)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C(=O)[O-]']"
hMOF-7000581,N#CC(=CC(=O)[O-])C(=C(C(=O)[O-])C#N)C#N.N#CC(=CC=CC(=O)[O-])C(=O)[O-].N#Cc1c(C#N)cc(cc1C(=O)[O-])[C][N][N][C]C(=CC#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0;7000581,0.394801,0.877129,1.0747,1.77707,2.51363,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['N#CC(=CC(=O)[O-])C(=C(C(=O)[O-])C#N)C#N', 'N#CC(=CC=CC(=O)[O-])C(=O)[O-]', 'N#Cc1c(C#N)cc(cc1C(=O)[O-])[C][N][N][C]C(=CC#CC(=O)[O-])C#CC(=O)[O-]', '[O-]C(=O)C=CC=CC(=O)[O-]']"
hMOF-1004268,OOC(=O)c1c(O)cc(c2c1[C]=CC=C2O)C(=O)[O-].OOC(=O)c1c2[C]=C(O)C=Cc2c(c(c1O)O)C(=O)[O-].OOC(=O)c1c2[C]=CC(=[C]c2c(c2c1c(O)cc(c2O)O)C(=O)OO)O.Oc1cc(O)c2c(c1)c(ccc2C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(O)c(c2c1cccc2O)C(=O)[O-].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.fcu.cat0,0.185767,0.752488,1.07468,2.17356,2.83404,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['OOC(=O)c1c(O)cc(c2c1[C]=CC=C2O)C(=O)[O-]', 'OOC(=O)c1c2[C]=C(O)C=Cc2c(c(c1O)O)C(=O)[O-]', 'OOC(=O)c1c2[C]=CC(=[C]c2c(c2c1c(O)cc(c2O)O)C(=O)OO)O', 'Oc1cc(O)c2c(c1)c(ccc2C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1cc(O)c(c2c1cccc2O)C(=O)[O-]', '[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-]']"
hMOF-7001902,[O-]C(=O)c1ccc(c(c1)c1ccccc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C1=NN=C(N[N]1)c1c(cc(cc1C1=[C]C=CC=C1)C(=O)[O-])C1=C[C]=CC=C1.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7001902,0.320643,0.659254,1.07457,2.42291,4.4847,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)c1ccc(c(c1)c1ccccc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C1=NN=C(N[N]1)c1c(cc(cc1C1=[C]C=CC=C1)C(=O)[O-])C1=C[C]=CC=C1']"
hMOF-1003354,[O-]C(=O)C#Cc1cc(F)c(cc1F)C#CC(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0,0.11515,0.672273,1.07401,3.02336,6.26641,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C#Cc1cc(F)c(cc1F)C#CC(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C(=O)[O-]']"
hMOF-7001787,N[NH2]c1cc(C(=O)[O-])c(c(c1C(=[C]c1ccc(cc1N)C(=O)[O-])N)N)N.[O-]C(=O)C1=C(N)C(=c2c(=[C]1)c1c(N)c(N)c3c(c1cc2)c(N)c(cc3N)C(=O)[O-])N.[O-]C(=O)[C]1C2C3(N)[CH]C4[NH2]C52C23[NH2]C1(N)[CH]C5(C2([C]4C(=O)[O-])N)N.[O-]C(=O)c1cc(N)c2c(c1)c1c(N)cc3c(c1cc2)c(N)c(cc3)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0;7001787,0.14597,0.582936,1.07338,3.66281,6.7078,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['N[NH2]c1cc(C(=O)[O-])c(c(c1C(=[C]c1ccc(cc1N)C(=O)[O-])N)N)N', '[O-]C(=O)C1=C(N)C(=c2c(=[C]1)c1c(N)c(N)c3c(c1cc2)c(N)c(cc3N)C(=O)[O-])N', '[O-]C(=O)[C]1C2C3(N)[CH]C4[NH2]C52C23[NH2]C1(N)[CH]C5(C2([C]4C(=O)[O-])N)N', '[O-]C(=O)c1cc(N)c2c(c1)c1c(N)cc3c(c1cc2)c(N)c(cc3)C(=O)[O-]']"
hMOF-7000529,N=NC1=C(C(=O)[O-])C(=[C]C(=C1)[N]N[C]([C]C(=O)[O-])N[N]c1cc(N=N)c(cc1[NH2][NH])C(=O)[O-])N=N.[O-]C(=O)C#CC(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0;7000529,0.160857,0.625121,1.07221,2.50625,3.51897,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['N=NC1=C(C(=O)[O-])C(=[C]C(=C1)[N]N[C]([C]C(=O)[O-])N[N]c1cc(N=N)c(cc1[NH2][NH])C(=O)[O-])N=N', '[O-]C(=O)C#CC(=O)[O-]']"
hMOF-1004223,ClC1=C(N=NC2=CC=C([C]=C2Cl)C(=O)[O-])C=[C]C(=C1)C(=O)[O-].Clc1cc(C(=O)[O-])c(cc1N=Nc1ccc(c(c1)Cl)C(=O)[O-])Cl.[O-]C(=O)c1c2=C(Cl)C=[C]C(=c2c(c2c1c(Cl)ccc2Cl)C(=O)[O-])Cl.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0,0.167632,0.642476,1.07203,2.73849,6.58018,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['ClC1=C(N=NC2=CC=C([C]=C2Cl)C(=O)[O-])C=[C]C(=C1)C(=O)[O-]', 'Clc1cc(C(=O)[O-])c(cc1N=Nc1ccc(c(c1)Cl)C(=O)[O-])Cl', '[O-]C(=O)c1c2=C(Cl)C=[C]C(=c2c(c2c1c(Cl)ccc2Cl)C(=O)[O-])Cl']"
hMOF-7001663,[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)C=Cc1cc(F)c(cc1F)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0;7001663,0.118852,0.52382,1.07203,2.85016,4.92775,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)F)C=Cc1cc(F)c(cc1F)C(=O)[O-]']"
hMOF-7001510,Brc1cc(Br)c2c(c1)C(=[C]C=C2C(=O)[O-])C(=O)[O-].[O-]C(=O)C#CC12C3C4(C2(C2C1(C3(C42C#CC(=O)[O-])Br)Br)Br)Br.[O-]C(=O)c1cc(Br)c(c2=C[C]=CC=c12)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7001510,0.175617,0.689907,1.07197,1.83476,2.28612,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['Brc1cc(Br)c2c(c1)C(=[C]C=C2C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC12C3C4(C2(C2C1(C3(C42C#CC(=O)[O-])Br)Br)Br)Br', '[O-]C(=O)c1cc(Br)c(c2=C[C]=CC=c12)C(=O)[O-]']"
hMOF-7001304,FC1C(F)C2(C(=O)[O-])C(C(C1(C(=O)[O-])C(C2F)F)F)F.[O-]C(=O)C12C(F)C(F)(F)C(C(C1F)(F)F)(C(C2(F)F)F)C(=O)[O-].[O-]C(=O)C12C(F)CC(C(C1F)F)(C(C2F)(F)F)C(=O)[O-].[O-]C(=O)C12C3C4(C2(C2C1(C3(C42C(=O)[O-])F)F)F)F.[O-]C(=O)C12C3C4C1C1(C2C3(C41C(=O)[O-])F)F.[O-]C(=O)C12CCC(C(C1F)(F)F)(C(C2(F)F)(F)F)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.fcu.cat0;7001304,0.184224,0.576988,1.07145,1.90928,2.29638,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['FC1C(F)C2(C(=O)[O-])C(C(C1(C(=O)[O-])C(C2F)F)F)F', '[O-]C(=O)C12C(F)C(F)(F)C(C(C1F)(F)F)(C(C2(F)F)F)C(=O)[O-]', '[O-]C(=O)C12C(F)CC(C(C1F)F)(C(C2F)(F)F)C(=O)[O-]', '[O-]C(=O)C12C3C4(C2(C2C1(C3(C42C(=O)[O-])F)F)F)F', '[O-]C(=O)C12C3C4C1C1(C2C3(C41C(=O)[O-])F)F', '[O-]C(=O)C12CCC(C(C1F)(F)F)(C(C2(F)F)(F)F)C(=O)[O-]']"
hMOF-7000532,[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C#CC=CC#CC(=O)[O-].N=NC1=C2NNNN=C2[C]C(=C1C(=O)[O-])N=N.[O-]C(=O)c1cc([NH]2NC3(C2C=C(C=C3)C(=O)[O-])N=N)c(cc1N=N)N=N.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.bct.cat0;7000532,0.130971,0.649336,1.07111,2.18312,2.88774,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)C#CC=CC#CC(=O)[O-]', 'N=NC1=C2NNNN=C2[C]C(=C1C(=O)[O-])N=N', '[O-]C(=O)c1cc([NH]2NC3(C2C=C(C=C3)C(=O)[O-])N=N)c(cc1N=N)N=N']"
hMOF-7001776,FC(=[C]c1ccc(c(c1)F)C(=O)[O-])C1=CC(=C(C=[C]1)C(=O)[O-])F.[O-]C(=O)C1=CC=c2c(=[C]1)c1=[C]C=c3c(=c1c(c2F)F)cc(cc3)C(=O)[O-].[O-]C(=O)C1=C[CH]C2(C3C1(F)C1(C3C2(F)C(=C([CH]1)F)C(=O)[O-])F)F.[O-]C(=O)c1cc(F)c2c(-c3ccc4=CC(=C([C]=c4c3[C]=C2F)C(=O)[O-])F)c1.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0;7001776,0.183137,0.697955,1.0705,3.8669,7.87067,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['FC(=[C]c1ccc(c(c1)F)C(=O)[O-])C1=CC(=C(C=[C]1)C(=O)[O-])F', '[O-]C(=O)C1=CC=c2c(=[C]1)c1=[C]C=c3c(=c1c(c2F)F)cc(cc3)C(=O)[O-]', '[O-]C(=O)C1=C[CH]C2(C3C1(F)C1(C3C2(F)C(=C([CH]1)F)C(=O)[O-])F)F', '[O-]C(=O)c1cc(F)c2c(-c3ccc4=CC(=C([C]=c4c3[C]=C2F)C(=O)[O-])F)c1']"
hMOF-1004495,[O-]C(=O)c1cc2c(C)c(C)c3c4c2c(c1C)c(C)cc4c(c(c3C)C(=O)[O-])C.[O-]C(=O)c1ccc2c(c1)c1cccc(c1c(c2C)C)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1cccc(c1cc2C)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0,0.1332,0.599814,1.06951,3.67705,7.35352,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)c1cc2c(C)c(C)c3c4c2c(c1C)c(C)cc4c(c(c3C)C(=O)[O-])C', '[O-]C(=O)c1ccc2c(c1)c1cccc(c1c(c2C)C)C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c1cccc(c1cc2C)C(=O)[O-]']"
hMOF-1004152,BrOC(=O)c1c2C=C(Br)C=[C]c2c(c2c1[C]=C(Br)C=[C]2)[C](OBr)OBr.[O-]C(=O)C1=CC(=C(C(=[C]1)Br)C(=O)[O-])Br.[O-]C(=O)C1=C[C]=C(C=C1)C(=O)[O-].[O-]C(=O)C1=C[C]=C(C=[C]1)C(=O)[O-].[O-]C(=O)C1=[C]C(=C([C]=C1)C(=O)[O-])Br.[O-]C(=O)c1ccc(c(c1)Br)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.fcu.cat0,0.216449,0.672917,1.06832,1.80026,2.52197,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['BrOC(=O)c1c2C=C(Br)C=[C]c2c(c2c1[C]=C(Br)C=[C]2)[C](OBr)OBr', '[O-]C(=O)C1=CC(=C(C(=[C]1)Br)C(=O)[O-])Br', '[O-]C(=O)C1=C[C]=C(C=C1)C(=O)[O-]', '[O-]C(=O)C1=C[C]=C(C=[C]1)C(=O)[O-]', '[O-]C(=O)C1=[C]C(=C([C]=C1)C(=O)[O-])Br', '[O-]C(=O)c1ccc(c(c1)Br)C(=O)[O-]']"
hMOF-7001971,COC1=[C]C(=CC=C1C(=O)[O-])c1nnc(nn1)c1cc(OC)c(cc1OC)C(=O)[O-].[O-]C(=O)C#CC(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0;7001971,0.103399,0.503014,1.06767,3.15382,5.94711,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['COC1=[C]C(=CC=C1C(=O)[O-])c1nnc(nn1)c1cc(OC)c(cc1OC)C(=O)[O-]', '[O-]C(=O)C#CC(=O)[O-]']"
